P_date,R_no,N_product_purchased,N_units,Cost,Total_product_purchase,Type_purchase,Type_logistic,PRODUCTO,P_code_CLASS,P_code_NUM,PURCHASING_REGION,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,N_Order_PEDIDO,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,time_idx
2022-09-22,M8275098/5,10,5,510.4,1020.8,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,F,43585,0,14,31,1180727,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,141,1180174,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,187662,145,5,11.99,347.71,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,18,1,1179156,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,413568,330,5,26.399925,1742.39505,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,10,1,1179159,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,166680.2,100,10,131.89,1318.9,Major purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,1179418,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,7311,360,40,30.822,277.398,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,13,1,1175729,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,37147,640,640,73.92,73.92,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,10,1,1179364,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,0037167,560,560,97.944,97.944,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,0,10,1,1179364,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,33436,40,10,27.280155,109.12062,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,18,1,1179155,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-22,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,154,1179616,2022,-1.0,-0.9680771188662041,-0.9886775902323404,1883
2022-09-23,400403,50,10,134.431,672.155,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,4,1,1184786,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,420621,370,10,42.349958,1566.948446,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,1183734,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,20415,100,50,235.51,471.02,Minor purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,E,65007,0,10,1,1184003,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,157028.4,200,10,34.98,699.6,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,10,1,1183855,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,420680,500,10,18.59,929.5,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,1183734,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,403770,10,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,31,1182504,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,30,1185707,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,187662,60,5,11.99,143.88,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,0,2,1183736,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,178565.7,120,10,47.19,566.28,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,10,1,1184648,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,178567.1,30,10,62.595,187.785,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,30,1185710,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,M8275096/10,10,10,1126.4,1126.4,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,F,43585,0,11,112,1185042,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-23,178567.1,10,10,62.595,62.595,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,21,1182464,2022,-1.0,-0.9987165071710528,-0.9911140639934546,1884
2022-09-26,403770,30,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,28,1190186,2022,-1.0,-0.8486442574947509,-0.99665890175417,1885
2022-09-26,157027.7,210,10,15.345,322.245,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,10,1,1191209,2022,-1.0,-0.8486442574947509,-0.99665890175417,1885
2022-09-26,281 421,2000,1000,11.19217,22.38434,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,13,1,1191205,2022,-1.0,-0.8486442574947509,-0.99665890175417,1885
2022-09-26,178567.1,140,10,62.595,876.33,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,28,1190179,2022,-1.0,-0.8486442574947509,-0.99665890175417,1885
2022-09-26,0037167,1120,560,97.944,195.888,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,0,18,1,1189289,2022,-1.0,-0.8486442574947509,-0.99665890175417,1885
2022-09-27,281 421,5000,1000,11.19217,55.96085,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,7,3,1196393,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,178567.1,30,10,62.595,187.785,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,20,1195289,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,403770,15,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,15,15,1194997,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,66974941,200,100,20.37037,40.74074,Minor purchase,STORABLE,APOSITO ABSORBENTE S/ ADHESIVO-25,E,67835,0,10,1,1196596,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,403770,10,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,20,1195285,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,400403,100,10,134.431,1344.31,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,0,2,1194168,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,413568,200,100,527.9985,1055.997,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,0,2,1195887,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,4630,50,50,13.749996,13.749996,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,7,3,1196600,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-27,178565.7,300,10,47.19,1415.7,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,13,1,1194712,2022,-1.0,-0.72479278722912,-0.9979171608653922,1886
2022-09-28,400505,10,1,13.189,131.89,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,61,1201455,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,20701,300,300,766.128,766.128,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,10,1,1200722,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,403770,20,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,42,1198024,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,33533,246,3,0.989571,81.144822,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,18,1,1200724,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,143,1201491,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,178567.1,30,10,62.595,187.785,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,42,1198026,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-28,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,38,1200949,2022,-1.0,-0.5712682150947924,-0.9988797155850335,1887
2022-09-29,420680,660,10,18.59,1226.94,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,1205606,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,420680,200,10,18.59,371.8,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,1205604,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,33110,320,10,4.6178,147.7696,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-6,E,65486,0,10,1,1206927,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,33533,1008,3,0.989571,332.495856,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,0,2,1206026,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,33533,216,3,0.989571,71.249112,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,10,1,1205570,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,166680.2,100,10,131.89,1318.9,Major purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,1205799,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,4630,800,50,13.749996,219.999936,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,10,1,1207105,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,33435,120,10,20.899808,250.797696,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,E,85769,0,18,1,1205578,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,400403,280,10,134.431,3764.068,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,1205441,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,420621,420,10,42.349958,1778.698236,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,1205606,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,157027.7,210,10,15.345,322.245,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,10,1,1207067,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,33115,215,5,5.6529,243.0747,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,10,1,1205570,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-29,MAP190,380,10,57.199643,2173.586434,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,10,1,1205797,2022,-1.0,-0.3943558551133187,-0.9995462806873573,1888
2022-09-30,178567.1,10,10,62.595,62.595,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,15,41,1212410,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,18,62,1211229,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,157028.4,210,10,34.98,734.58,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,10,1,1211298,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,284300,330,30,198.002475,2178.027225,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,E,64488,0,10,1,1211372,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,161445.2,210,10,53.68,1127.28,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,10,1,1211298,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,413568,300,100,527.9985,1583.9955,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,10,1,1211021,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,413568,400,100,527.9985,2111.994,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,13,1,1212010,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,409726,10,5,366.11762,732.23524,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,F,43581,0,6,75,1211014,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-09-30,178565.7,140,10,47.19,660.66,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,10,1,1211298,2022,-1.0,-0.20129852008866114,-0.9999166586547379,1889
2022-10-01,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,173,1214180,2022,-0.8660254037844386,0.20129852008866006,-0.9999907397361901,1890
2022-10-03,403770,15,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,14,50,1220734,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,403770,20,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,15,27,1221076,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,7,93,1217718,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,178567.1,30,10,62.595,187.785,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,50,1220725,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,1624W,6000,400,48.4,726.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,10,1,1215535,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,37147,3200,640,73.92,369.6,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,7,3,1221193,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,37147,640,640,73.92,73.92,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,10,1,1221195,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,101,1220022,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,161445.2,200,10,53.68,1073.6,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,13,1,1221226,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,20415,100,50,235.51,471.02,Minor purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,E,65007,0,10,1,1220025,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,20701,600,300,766.128,1532.256,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,18,1,1220046,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,291010,700,70,227.15154,2271.5154,Major purchase,STORABLE,APOSITO MALLADO C/ SILICONA-0,E,64940,0,7,3,1221257,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-03,1624W,2000,400,48.4,242.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,4,1,1218056,2022,-0.8660254037844386,0.5712682150947923,-0.9992500112396835,1891
2022-10-04,M8275051/5,10,5,412.5,825.0,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,18,105,1228771,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,7311,560,40,30.822,431.508,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,10,1,1226958,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,157027.7,1000,10,15.345,1534.5,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,13,1,1226693,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,157027.7,360,10,15.345,552.42,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,18,1,1226697,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,157028.4,220,10,34.98,769.56,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,18,1,1226697,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,420680,1000,10,18.59,1859.0,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,13,1,1224201,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,420680,510,10,18.59,948.09,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,1224205,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,33436,370,10,27.280155,1009.365735,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,10,1,1224157,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,33436,100,10,27.280155,272.80155,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,18,1,1226298,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,178565.7,130,10,47.19,613.47,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,18,1,1226697,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,178567.1,10,10,62.595,62.595,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,36,1227081,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,M8275096/10,10,10,1126.4,1126.4,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,F,43585,0,11,151,1223129,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,421551,3,1,111.1022,333.3066,Minor purchase,TRANSIT,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,F,44200,0,11,67,1228855,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,421551,2,1,111.1022,222.2044,Minor purchase,TRANSIT,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,F,44200,0,11,113,1229079,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,154,1228280,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-04,33115,40,5,5.6529,45.2232,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,18,1,1226298,2022,-0.8660254037844386,0.72479278722912,-0.9984354211555643,1892
2022-10-05,178567.1,30,10,62.595,187.785,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,15,15,1232372,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,178567.1,20,10,62.595,125.19,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,15,29,1232367,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,66802003,3,1,154.0,462.0,Minor purchase,TRANSIT,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,F,46846,0,12,123,1233729,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,178567.1,50,10,62.595,312.975,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,24,1234836,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,178567.1,20,10,62.595,125.19,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,12,123,1233724,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,178567.1,100,10,62.595,625.95,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,14,49,1232178,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,135,1231176,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,4630,850,50,13.749996,233.749932,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,18,1,1232770,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,400403,130,10,134.431,1747.603,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,1232198,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,178,1234622,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,403770,60,5,12.1,145.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,15,29,1232287,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,157027.7,210,10,15.345,322.245,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,10,1,1234033,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,33533,222,3,0.989571,73.228254,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,10,1,1232220,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,403770,25,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,12,123,1233717,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,178567.1,80,10,62.595,500.76,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,15,27,1232388,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-05,M8275096/10,10,10,1126.4,1126.4,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,F,43585,0,11,112,1233713,2022,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,1893
2022-10-06,420621,120,10,42.349958,508.199496,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,0,2,1237328,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,400403,80,10,134.431,1075.448,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,4,1,1237740,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,33435,200,10,20.899808,417.99616,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,E,85769,0,0,2,1237327,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,3760,130,10,12.87,167.31,Major purchase,STORABLE,APOSITO DE ALGINATO C/ PLATA-6,E,65201,0,10,1,1237336,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,34100,100,10,13.959,139.59,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,0,2,1237327,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,37147,640,640,73.92,73.92,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,10,1,1237876,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,423289,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,146,1238821,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,4628,1800,100,9.900001,178.200018,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,18,1,1238740,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
2022-10-06,161445.2,100,10,53.68,536.8,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,0,2,1238213,2022,-0.8660254037844386,0.9377521321470804,-0.9959189961471792,1894
